A,B,C,D,Pretty Formula,sus_factor
Tl1+,Mn7+,Li1+,O2-,Li7Mn2Tl3O12,4652.642354919847
Tl3+,Mn4+,Li1+,O2-,Li7Mn2Tl3O12,4652.642354919847
In3+,Pt4+,Li1+,O2-,Li7In3(PtO6)2,4654.932548319743
Ta5+,Tl1+,Li1+,O2-,Li7Ta3Tl2O12,4665.945852055601
Bi5+,Li1+,Li1+,O2-,Li3BiO4,4674.380958539965
Tl3+,Ti4+,Li1+,O2-,Li7Ti2Tl3O12,4674.966036089637
Ta3+,Nb4+,Li1+,O2-,Li7Ta3Nb2O12,4684.991707903605
Nb5+,Mn1+,Li1+,O2-,Li7Mn2Nb3O12,4689.580884988395
Nb3+,Mn4+,Li1+,O2-,Li7Mn2Nb3O12,4689.580884988395
Lu3+,Os4+,Li1+,O2-,Li7Lu3(OsO6)2,4703.070961431864
Bi3+,P4+,Li1+,O2-,Li7Bi3(PO6)2,4709.832833887336
Bi5+,P1+,Li1+,O2-,Li7Bi3(PO6)2,4709.832833887336
Yb3+,Os4+,Li1+,O2-,Li7Yb3(OsO6)2,4711.1990792869565
Bi3+,Ta4+,Li1+,O2-,Li7Ta2(BiO4)3,4716.715142227278
Lu3+,Ir4+,Li1+,O2-,Li7Lu3(IrO6)2,4718.266344602226
Nb3+,Ti4+,Li1+,O2-,Li7Ti2Nb3O12,4724.892673228202
Yb3+,Ir4+,Li1+,O2-,Li7Yb3(IrO6)2,4726.443008676083
Tm3+,Os4+,Li1+,O2-,Li7Tm3(OsO6)2,4728.795274176731
Bi3+,Te4+,Li1+,O2-,Li7Bi3(TeO6)2,4731.530807742975
Er3+,Os4+,Li1+,O2-,Li7Er3(OsO6)2,4736.085619666539
Tl3+,Co4+,Li1+,O2-,Li7Tl3(CoO6)2,4738.363452039005
Tl3+,S4+,Li1+,O2-,Li7Tl3(SO6)2,4738.922680666773
Lu3+,Pt4+,Li1+,O2-,Li7Lu3(PtO6)2,4740.007258260468
Tm3+,Ir4+,Li1+,O2-,Li7Tm3(IrO6)2,4744.143317481264
Ho3+,Os4+,Li1+,O2-,Li7Ho3(OsO6)2,4746.328893102032
Yb3+,Pt4+,Li1+,O2-,Li7Yb3(PtO6)2,4748.252451281791
Cs1+,Br7+,Li1+,O2-,Cs3Li7(BrO6)2,4749.111998892837
Tl1+,Cl7+,Li1+,O2-,Li7Tl3(ClO6)2,4749.865433489102
Er3+,Ir4+,Li1+,O2-,Li7Er3(IrO6)2,4751.476405380661
Dy3+,Os4+,Li1+,O2-,Li7Dy3(OsO6)2,4757.1569374414885
Ho3+,Ir4+,Li1+,O2-,Li7Ho3(IrO6)2,4761.779344463584
Tm3+,Pt4+,Li1+,O2-,Li7Tm3(PtO6)2,4766.099691070399
Tl3+,Si4+,Li1+,O2-,Li7Tl3(SiO6)2,4771.627442423112
Dy3+,Ir4+,Li1+,O2-,Li7Dy3(IrO6)2,4772.669965981546
Tb3+,Os4+,Li1+,O2-,Li7Tb3(OsO6)2,4773.344778179328
Er3+,Pt4+,Li1+,O2-,Li7Er3(PtO6)2,4773.493083771765
Gd3+,Os4+,Li1+,O2-,Li7Gd3(OsO6)2,4781.040965060251
Ho3+,Pt4+,Li1+,O2-,Li7Ho3(PtO6)2,4783.880189074964
Tb3+,Ir4+,Li1+,O2-,Li7Tb3(IrO6)2,4788.950411006237
Bi3+,Mo4+,Li1+,O2-,Li7Bi3(MoO6)2,4793.909954776332
Dy3+,Pt4+,Li1+,O2-,Li7Dy3(PtO6)2,4794.85906433261
Gd3+,Ir4+,Li1+,O2-,Li7Gd3(IrO6)2,4796.690226282086
Tl3+,W4+,Li1+,O2-,Li7Tl3(WO6)2,4803.1059111451295
Eu3+,Os4+,Li1+,O2-,Li7Eu3(OsO6)2,4805.794573063959
Tb3+,Pt4+,Li1+,O2-,Li7Tb3(PtO6)2,4811.270073326186
Sm3+,Os4+,Li1+,O2-,Li7Sm3(OsO6)2,4813.45069832681
Gd3+,Pt4+,Li1+,O2-,Li7Gd3(PtO6)2,4819.071384995054
Nb3+,Co4+,Li1+,O2-,Li7Nb3(CoO6)2,4819.8314321339485
Nb5+,Co1+,Li1+,O2-,Li7Nb3(CoO6)2,4819.8314321339485
Eu3+,Ir4+,Li1+,O2-,Li7Eu3(IrO6)2,4821.582417265225
Nb3+,S4+,Li1+,O2-,Li7Nb3(SO6)2,4828.214781392228
Sm3+,Ir4+,Li1+,O2-,Li7Sm3(IrO6)2,4829.280867522888
Nd3+,Os4+,Li1+,O2-,Li7Nd3(OsO6)2,4843.294781440051
Eu3+,Pt4+,Li1+,O2-,Li7Eu3(PtO6)2,4844.158846381294
Tl3+,V4+,Li1+,O2-,Li7Tl3V2O12,4847.087475919899
Sm3+,Pt4+,Li1+,O2-,Li7Sm3(PtO6)2,4851.916913209293
Nd3+,Ir4+,Li1+,O2-,Li7Nd3(IrO6)2,4859.287510973872
Pr3+,Os4+,Li1+,O2-,Li7Pr3(OsO6)2,4860.001896982816
Ce3+,Os4+,Li1+,O2-,Li7Ce3(OsO6)2,4864.015691368768
La3+,Os4+,Li1+,O2-,Li7La3(OsO6)2,4870.188799930187
Pr3+,Ir4+,Li1+,O2-,Li7Pr3(IrO6)2,4876.083944750434
Ce3+,Ir4+,Li1+,O2-,Li7Ce3(IrO6)2,4880.119017167071
Nb3+,Si4+,Li1+,O2-,Li7Nb3(SiO6)2,4881.160659755748
Nd3+,Pt4+,Li1+,O2-,Li7Nd3(PtO6)2,4882.152432904318
Nb3+,W4+,Li1+,O2-,Li7Nb3(WO6)2,4886.039607659681
La3+,Ir4+,Li1+,O2-,Li7La3(IrO6)2,4886.324714534294
Bi5+,K1+,Li1+,O2-,K2Li7(BiO4)3,4890.174952861192
Tl3+,C4+,Li1+,O2-,Li7Tl3(CO6)2,4896.088253264508
Bi5+,Rb1+,Li1+,O2-,Rb2Li7(BiO4)3,4898.926541561776
Pr3+,Pt4+,Li1+,O2-,Li7Pr3(PtO6)2,4899.074554276898
Ce3+,Pt4+,Li1+,O2-,Li7Ce3(PtO6)2,4903.139561588962
La3+,Pt4+,Li1+,O2-,Li7La3(PtO6)2,4909.391100818613
Nb5+,Na1+,Li1+,O2-,Na2Li7Nb3O12,4910.464676368131
Tl3+,Cr4+,Li1+,O2-,Li7Tl3Cr2O12,4919.908555917954
K1+,Ru7+,Li1+,O2-,K3Li7(RuO6)2,4931.486762758192
Rb1+,Ru7+,Li1+,O2-,Rb3Li7(RuO6)2,4942.765738570826
Tl3+,Ta4+,Li1+,O2-,Li7Ta2Tl3O12,4954.351480924067
Tl1+,I7+,Li1+,O2-,Li7Tl3(IO6)2,4969.414937974535
Nb3+,V4+,Li1+,O2-,Li7Nb3V2O12,4989.186311501588
Bi5+,Cs1+,Li1+,O2-,Cs2Li7(BiO4)3,4991.101374481576
Tl3+,Te4+,Li1+,O2-,Li7Tl3(TeO6)2,4992.215602125184
Zr3+,Os4+,Li1+,O2-,Li7Zr3(OsO6)2,5000.263772088397
Zr3+,Ir4+,Li1+,O2-,Li7Zr3(IrO6)2,5018.392857659485
Y3+,Os4+,Li1+,O2-,Li7Y3(OsO6)2,5019.066786661919
Tl3+,P4+,Li1+,O2-,Li7Tl3(PO6)2,5025.20801194461
Y3+,Ir4+,Li1+,O2-,Li7Y3(IrO6)2,5037.253462043249
Zr3+,Pt4+,Li1+,O2-,Li7Zr3(PtO6)2,5044.270149768946
Nb5+,N1+,Li1+,O2-,Li7Nb3(NO6)2,5055.243103051543
Y3+,Pt4+,Li1+,O2-,Li7Y3(PtO6)2,5063.210774655534
Fe3+,Os4+,Li1+,O2-,Li7Fe3(OsO6)2,5068.380069969266
Tl3+,Mo4+,Li1+,O2-,Li7Tl3(MoO6)2,5071.204054438286
Fe3+,Ir4+,Li1+,O2-,Li7Fe3(IrO6)2,5088.5954278146655
Nb3+,C4+,Li1+,O2-,Li7Nb3(CO6)2,5088.712364422065
Nb5+,C1+,Li1+,O2-,Li7Nb3(CO6)2,5088.712364422065
Nb3+,Ta4+,Li1+,O2-,Li7Ta2Nb3O12,5095.230236859118
Nb3+,Cr4+,Li1+,O2-,Li7Nb3Cr2O12,5100.599138951341
Fe3+,Pt4+,Li1+,O2-,Li7Fe3(PtO6)2,5117.409018458121
Cs1+,Ru7+,Li1+,O2-,Cs3Li7(RuO6)2,5121.57684811499
Mn1+,Os7+,Li1+,O2-,Li7Mn3(OsO6)2,5164.971583427905
Mn3+,Os4+,Li1+,O2-,Li7Mn3(OsO6)2,5164.971583427905
Nb3+,Te4+,Li1+,O2-,Li7Nb3(TeO6)2,5168.851789519557
Mn3+,Ir4+,Li1+,O2-,Li7Mn3(IrO6)2,5184.770582975139
Mn3+,Pt4+,Li1+,O2-,Li7Mn3(PtO6)2,5212.98953676058
Ti3+,Os4+,Li1+,O2-,Li7Ti3(OsO6)2,5220.764311818047
Ti3+,Ir4+,Li1+,O2-,Li7Ti3(IrO6)2,5240.821280048212
Bi5+,Tl1+,Li1+,O2-,Li7Tl2(BiO4)3,5264.246005367443
Ti3+,Pt4+,Li1+,O2-,Li7Ti3(PtO6)2,5269.398235007274
Nb5+,Li1+,Li1+,O2-,Li3NbO4,5272.308931373279
Nb3+,P4+,Li1+,O2-,Li7Nb3(PO6)2,5279.554878117933
Nb5+,P1+,Li1+,O2-,Li7Nb3(PO6)2,5279.554878117933
Nb3+,Mo4+,Li1+,O2-,Li7Nb3(MoO6)2,5300.711283717147
Bi3+,Ru4+,Li1+,O2-,Li7Bi3(RuO6)2,5308.998832340339
Co1+,Os7+,Li1+,O2-,Li7Co3(OsO6)2,5313.859856016007
Co3+,Os4+,Li1+,O2-,Li7Co3(OsO6)2,5313.859856016007
Tl1+,Br7+,Li1+,O2-,Li7Tl3(BrO6)2,5316.241665208902
Bi3+,Rh4+,Li1+,O2-,Li7Bi3(RhO6)2,5318.202569195738
Bi5+,Rh1+,Li1+,O2-,Li7Bi3(RhO6)2,5318.202569195738
Co3+,Ir4+,Li1+,O2-,Li7Co3(IrO6)2,5332.624971707102
Bi3+,Pd4+,Li1+,O2-,Li7Bi3(PdO6)2,5335.650768585686
Bi5+,Pd1+,Li1+,O2-,Li7Bi3(PdO6)2,5335.650768585686
Co3+,Pt4+,Li1+,O2-,Li7Co3(PtO6)2,5359.375263780961
Bi3+,Nb4+,Li1+,O2-,Li7Nb2(BiO4)3,5408.410424441348
Ta3+,Os4+,Li1+,O2-,Li7Ta3(OsO6)2,5471.250000773272
Nb5+,Rb1+,Li1+,O2-,Rb2Li7Nb3O12,5474.086869080762
Ta3+,Ir4+,Li1+,O2-,Li7Ta3(IrO6)2,5483.597956956117
Ta3+,Pt4+,Li1+,O2-,Li7Ta3(PtO6)2,5501.267180340034
Na1+,Os7+,Li1+,O2-,Na3Li7(OsO6)2,5502.438171874667
V3+,Os4+,Li1+,O2-,Li7V3(OsO6)2,5533.0774400628125
Nb5+,Cs1+,Li1+,O2-,Cs2Li7Nb3O12,5537.639973735354
Nb5+,K1+,Li1+,O2-,K2Li7Nb3O12,5549.507117659823
V3+,Ir4+,Li1+,O2-,Li7V3(IrO6)2,5551.300958052593
V3+,Pt4+,Li1+,O2-,Li7V3(PtO6)2,5577.26951297283
Tl1+,Ru7+,Li1+,O2-,Li7Tl3(RuO6)2,5590.326296890611
Tl3+,Ru4+,Li1+,O2-,Li7Tl3(RuO6)2,5590.326296890611
Tl3+,Rh4+,Li1+,O2-,Li7Tl3(RhO6)2,5598.675114603903
Tl3+,Pd4+,Li1+,O2-,Li7Tl3(PdO6)2,5614.500533814152
Cr3+,Os4+,Li1+,O2-,Li7Cr3(OsO6)2,5664.9171760969775
Cr3+,Ir4+,Li1+,O2-,Li7Cr3(IrO6)2,5682.396026848072
Tl3+,Nb4+,Li1+,O2-,Li7Nb2Tl3O12,5695.475332484254
Cr3+,Pt4+,Li1+,O2-,Li7Cr3(PtO6)2,5707.304685777099
Sc3+,Os4+,Li1+,O2-,Li7Sc3(OsO6)2,5780.009331723346
Sc3+,Ir4+,Li1+,O2-,Li7Sc3(IrO6)2,5797.372094589229
Sc3+,Pt4+,Li1+,O2-,Li7Sc3(PtO6)2,5822.106791730516
Nb5+,Tl1+,Li1+,O2-,Li7Nb3Tl2O12,5829.085230338365
Li1+,Os7+,Li1+,O2-,Li5OsO6,5997.706051822913
Bi3+,Os4+,Li1+,O2-,Li7Bi3(OsO6)2,6028.853804665295
Cs1+,Os7+,Li1+,O2-,Cs3Li7(OsO6)2,6035.311382822967
Bi3+,Ir4+,Li1+,O2-,Li7Bi3(IrO6)2,6038.6023459309645
Rb1+,Os7+,Li1+,O2-,Rb3Li7(OsO6)2,6041.038553834595
Bi3+,Pt4+,Li1+,O2-,Li7Bi3(PtO6)2,6052.55973456077
Nb3+,Ru4+,Li1+,O2-,Li7Nb3(RuO6)2,6057.214255720657
Nb3+,Rh4+,Li1+,O2-,Li7Nb3(RhO6)2,6067.049959348234
Nb5+,Rh1+,Li1+,O2-,Li7Nb3(RhO6)2,6067.049959348234
Nb5+,Pd1+,Li1+,O2-,Li7Nb3(PdO6)2,6085.607510508867
Nb3+,Pd4+,Li1+,O2-,Li7Nb3(PdO6)2,6085.607510508867
Nb3+,Nb4+,Li1+,O2-,Li7Nb5O12,6223.0459656250205
K1+,Os7+,Li1+,O2-,K3Li7(OsO6)2,6239.407520735515
Tl3+,Os4+,Li1+,O2-,Li7Tl3(OsO6)2,6277.578033587542
Tl1+,Os7+,Li1+,O2-,Li7Tl3(OsO6)2,6277.578033587542
Tl3+,Ir4+,Li1+,O2-,Li7Tl3(IrO6)2,6286.636855853551
Tl3+,Pt4+,Li1+,O2-,Li7Tl3(PtO6)2,6299.6056267328095
Nb3+,Os4+,Li1+,O2-,Li7Nb3(OsO6)2,6907.379249824403
Nb3+,Ir4+,Li1+,O2-,Li7Nb3(IrO6)2,6917.020897788676
Nb3+,Pt4+,Li1+,O2-,Li7Nb3(PtO6)2,6930.784127238313
